bench,addr,generation,alloc_type,alloc_size,offset,writes,pct_of_buffer,pct_of_bench
blender,0x5d82060,1,32bits,2073608,353184,2,0.0002572013153275266,5.63549155941434e-06
blender,0x535e380,7,32bits,983048,64,2,0.0006510395473973067,5.63549155941434e-06
blender,0x535e380,12,32bits,983048,2304,2,0.0006510395473973067,5.63549155941434e-06
blender,0x535e380,8,32bits,983048,4288,2,0.0006510395473973067,5.63549155941434e-06
blender,0x535e380,9,32bits,983048,48,2,0.0006510395473973067,5.63549155941434e-06
blender,0x535e380,11,32bits,983048,64,2,0.0006510395473973067,5.63549155941434e-06
blender,0x535e380,7,32bits,983048,16,2,0.0006510395473973067,5.63549155941434e-06
blender,0x535e380,11,32bits,983048,16,2,0.0006510395473973067,5.63549155941434e-06
blender,0x535e380,9,32bits,983048,24,2,0.0006510395473973067,5.63549155941434e-06
blender,0x535e380,8,32bits,983048,4264,2,0.0006510395473973067,5.63549155941434e-06
blender,0x535e380,12,32bits,983048,2280,2,0.0006510395473973067,5.63549155941434e-06
blender,0x535e380,12,32bits,983048,2328,2,0.0006510395473973067,5.63549155941434e-06
blender,0x535e380,11,32bits,983048,96,2,0.0006510395473973067,5.63549155941434e-06
blender,0x535e380,9,32bits,983048,56,2,0.0006510395473973067,5.63549155941434e-06
blender,0x535e380,8,32bits,983048,4312,2,0.0006510395473973067,5.63549155941434e-06
blender,0x535e380,7,32bits,983048,96,2,0.0006510395473973067,5.63549155941434e-06
blender,0x535e380,11,32bits,983048,88,2,0.0006510395473973067,5.63549155941434e-06
blender,0x535e380,9,32bits,983048,40,2,0.0006510395473973067,5.63549155941434e-06
blender,0x535e380,8,32bits,983048,4272,2,0.0006510395473973067,5.63549155941434e-06
blender,0x535e380,12,32bits,983048,2296,2,0.0006510395473973067,5.63549155941434e-06
blender,0x535e380,7,32bits,983048,88,2,0.0006510395473973067,5.63549155941434e-06
blender,0x535e380,11,32bits,983048,32,2,0.0006510395473973067,5.63549155941434e-06
blender,0x535e380,9,32bits,983048,8,2,0.0006510395473973067,5.63549155941434e-06
blender,0x535e380,8,32bits,983048,4248,2,0.0006510395473973067,5.63549155941434e-06
blender,0x535e380,12,32bits,983048,2256,2,0.0006510395473973067,5.63549155941434e-06
blender,0x535e380,7,32bits,983048,32,2,0.0006510395473973067,5.63549155941434e-06
bwaves,0x10e80060,1,64bits,24601600,1472280,22,3.251821019771072e-05,1.6838995775809322e-06
bwaves,0x992d060,1,64bits,24601600,10064,22,3.251821019771072e-05,1.6838995775809322e-06
bwaves,0xdf92060,1,64bits,24601600,6120,22,3.251821019771072e-05,1.6838995775809322e-06
bwaves,0xc81b060,1,64bits,24601600,3978128,22,3.251821019771072e-05,1.6838995775809322e-06
bwaves,0xf709060,1,64bits,24601600,5744,22,3.251821019771072e-05,1.6838995775809322e-06
bwaves,0xb0a4060,1,64bits,24601600,631792,22,3.251821019771072e-05,1.6838995775809322e-06
bwaves,0x52c8060,1,64bits,24601600,8394464,22,3.251821019771072e-05,1.6838995775809322e-06
bwaves,0xf709060,1,64bits,24601600,1192,22,3.251821019771072e-05,1.6838995775809322e-06
bwaves,0xc81b060,1,64bits,24601600,3972840,22,3.251821019771072e-05,1.6838995775809322e-06
bwaves,0x992d060,1,64bits,24601600,8288,22,3.251821019771072e-05,1.6838995775809322e-06
bwaves,0xb0a4060,1,64bits,24601600,622552,22,3.251821019771072e-05,1.6838995775809322e-06
bwaves,0x52c8060,1,64bits,24601600,8391944,22,3.251821019771072e-05,1.6838995775809322e-06
bwaves,0x10e80060,1,64bits,24601600,1469912,22,3.251821019771072e-05,1.6838995775809322e-06
bwaves,0xdf92060,1,64bits,24601600,5288,22,3.251821019771072e-05,1.6838995775809322e-06
bwaves,0xf709060,1,64bits,24601600,6224,22,3.251821019771072e-05,1.6838995775809322e-06
bwaves,0xdf92060,1,64bits,24601600,6584,22,3.251821019771072e-05,1.6838995775809322e-06
bwaves,0x992d060,1,64bits,24601600,12960,22,3.251821019771072e-05,1.6838995775809322e-06
bwaves,0xc81b060,1,64bits,24601600,3978592,22,3.251821019771072e-05,1.6838995775809322e-06
bwaves,0xb0a4060,1,64bits,24601600,635072,22,3.251821019771072e-05,1.6838995775809322e-06
bwaves,0x52c8060,1,64bits,24601600,8394808,22,3.251821019771072e-05,1.6838995775809322e-06
bwaves,0x10e80060,1,64bits,24601600,1479416,22,3.251821019771072e-05,1.6838995775809322e-06
bwaves,0xf709060,1,64bits,24601600,2120,22,3.251821019771072e-05,1.6838995775809322e-06
bwaves,0xb0a4060,1,64bits,24601600,628528,22,3.251821019771072e-05,1.6838995775809322e-06
